10 10 8787513806478134
10 11 96662651871260498
10 12 1063289170583867526
10 13 11696180876422546882
10 14 128657989640648023894
10 15 1415237886047128279218
10 16 15567616746518411104166
10 17 171243784211702522211362
10 18 1883681626328727744456054
10 19 20720497889616005189278738
10 20 227925476785776057082590406
11 11 1751559873708398294
11 12 21018718484500781576
11 13 252224621814009383008
11 14 3026695461768112604288
11 15 36320345541217351267840
11 16 435844146494608215246848
11 17 5230129757935298583027712
11 18 62761557095223582996463616
11 19 753138685142682995957825536
11 20 9037664221712195951494430720
12 12 414034285418198288836
12 13 5382445710436577758964
12 14 69971794235675510874724
12 15 909633325063781641387796
12 16 11825233225829161338074116
12 17 153728031935779097395029044
12 18 1998464415165128266135508644
12 19 25980037397146667459761874516
12 20 337740486162906676976904892996
13 13 114541512187346222938026
13 14 1603581170622847121140556
13 15 22450136388719859695984168
13 16 314301909442078035743811120
13 17 4400226732189092500413421216
13 18 61603174250647295005788028096
13 19 862444439509062130081032655488
13 20 12074222153126869821134457701120
14 14 36715385703669724304781386
14 15 550730785555045864571737174
14 16 8260961783325687968576090378
14 17 123914426749885319528641421206
14 18 1858716401248279792929621449162
14 19 27880746018724196893944321999574
14 20 418211190280862953409164830517898
15 15 13501762711779503917226597184
15 16 216028203388472062675625587712
15 17 3456451254215553002810009468928
15 18 55303220067448848044960151633920
15 19 884851521079181568719362426404864
15 20 14157624337266905099509798823002112
16 16 5646241608950962413183072361964
16 17 95986107352166361024112230218924
16 18 1631763824986828137409907913852780
16 19 27739985024776078335968434535759404
16 20 471579745421193331711463387108434156
17 17 2664299200642092290173777934248290
17 18 47957385611557661223128002816600292
17 19 863232941008037902016304050699067400
17 20 15538192938144682236293472912583737488
18 18 1408878023551403043171382536835774724
18 19 26768682447476657820256268199879981900
18 20 508604966502056498584869095797720180388
19 19 829783971850990304829129976608873156706
19 20 16595679437019806096582599532177463658408
2 10 117074
2 11 352246
2 12 1058786
2 13 3180454
2 14 9549554
2 15 28665046
2 16 86027906
2 17 258149254
2 18 774578834
2 19 2323998646
2 2 14
2 20 6972520226
2 3 46
2 4 146
2 5 454
2 6 1394
2 7 4246
2 8 12866
2 9 38854
20 20 541333536455236730381279994429479023957562
3 10 5938186
3 11 24104990
3 12 97478746
3 13 393095438
3 14 1581931306
3 15 6356390270
3 16 25511588986
3 17 102304505198
3 18 409992599626
3 19 1642294397150
3 20 6576150108826
3 3 230
3 4 1066
3 5 4718
3 6 20266
3 7 85310
3 8 354106
3 9 1455278
4 10 197451926
4 11 1023358066
4 12 5262831302
4 13 26903268226
4 14 136887643766
4 15 693968021266
4 16 3508093140902
4 17 17693879415586
4 18 89084256837206
4 19 447884338361266
4 20 2249284754708102
4 4 6902
4 5 41506
4 6 237686
4 7 1315666
4 8 7107302
4 9 37712866
5 10 5067707074
5 11 32440729958
5 12 205120773586
5 13 1284333040022
5 14 7978977787234
5 15 49258610238278
5 16 302555048903026
5 17 1850666770922102
5 18 11281963755617794
5 19 68586728901231398
5 20 416015651355490066
5 5 329462
5 6 2441314
5 7 17234438
5 8 117437746
5 9 779305142
6 10 109214866454
6 11 844558486066
6 12 6419351203526
6 13 48118995192514
6 14 356641942834934
6 15 2618939805811666
6 16 19085432672558246
6 17 138206899494338914
6 18 995563711729120214
6 19 7139963278111582066
6 20 51017526215427244166
6 6 22934774
6 7 202229266
6 8 1701740006
6 9 13821281314
7 10 2076319823986
7 11 19088476874870
7 12 171615294959746
7 13 1515094215592358
7 14 13177154171845906
7 15 113190802751806550
7 16 962272631860465186
7 17 8109687887324611718
7 18 67845242760941615026
7 19 564066775329547275830
7 20 4664889677444558028226
7 7 2193664790
7 8 22447207906
7 9 219680806598
8 10 35934231683846
8 11 388027036757506
8 12 4076344795442102
8 13 41866470995832466
8 14 422006961657805286
8 15 4187561159054335906
8 16 41007540680799210902
8 17 397101660070601067826
8 18 3808856328249985008326
8 19 36235920057080326839106
8 20 342321814365073383933302
8 8 276054834902
8 9 3216941445106
9 10 578333776748674
9 11 7265797378375718
9 12 88340967898764946
9 13 1045408905465897302
9 14 12094777018030598434
9 15 137292855542017989638
9 16 1533525036100111886386
9 17 16894795908638089008182
9 18 183942481374778375366594
9 19 1982369512009657666000358
9 20 21176478166261461949033426
9 9 44222780245622
